reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1M957IA3QNX7X,B000KGYAYQ,Kyle D.,"[0, 0]","I have a pretty weird pedalboard set-up involving an EHX digital Memory Man looped back into itself and another split earlier in the pedal chain.  This does a great job of summing three outputs back into one signal before I go into a reverb pedal and then out to my amp.  Takes a little while to dial in exactly where the knobs should be, and they get very loud at the top end, but I have noticed no issues with sound with each knob at around 4.5/10.  I tested to see if I could tell any difference in noise due to this pedal but found none.",5.0,Does what I need it to do.,1363651200,"03 19, 2013"
A1MAQQXJZTMSKT,B0002GMGYA,TWM,"[0, 0]",It does what I need to get my bass and guitar to the amp. Probablly not much use being only five feet in length for a gig or show but since I am only rocking out in my house it's no big deal.,4.0,5ft cable.,1386201600,"12 5, 2013"
A1MCMSRNN2AS1F,B000EEHDIE,Picky,"[1, 1]","I have used the EXL115W set for years.  Nice to have the whole set again.  Sometimes have to buy the EXL115 without the wound third, and then have to find the wound third in a single string.  Not fun.  I like the sound of the wound third.  I play a thin hollow-body electric and love how the strings sound and are easy on the fingers.  No more thick calouses on the fingers.  Playing weekinds and practicing, they last a long time with the same sound quality.",5.0,Love these strings,1358294400,"01 16, 2013"
A1MH0P8PE6AT4P,B000A6ASSS,lfeez,"[0, 0]",This is the only brand I would ever buy the sound is superior and easy to play. These are well worth the money!,5.0,Amazing product,1353369600,"11 20, 2012"
A1MVH1WLYDHZ49,B0002GJ6FC,Captn' Bob,"[1, 1]","A big help on the workbench when working on either guitar or bass.  Seems sturdy enough.  I side on safety so I use a soft cloth for extra protection, but this item does what it was designed to and should last a long time.",4.0,Works Great,1377820800,"08 30, 2013"
A1MVH1WLYDHZ49,B0002GYW4C,Captn' Bob,"[0, 0]","This sure wipes down any guitar to get finger prints and such off.  Remember, I would not use this with any kind of polish, a little pricey, but then again, aren't our toys!",4.0,Good item.,1377820800,"08 30, 2013"
A1MY8258SXRZ8M,B000EEJF4O,eatablog,"[0, 1]",Works as advertised.  Makes the fretboard look and feel nice! I imagine this stuff will last for quite a long time as well since you only really use this when you're changing your strings.,5.0,Good stuff,1364860800,"04 2, 2013"
A1O3P80RRDUV5P,B0002D0CGW,M. Henry,"[1, 1]","I've used the .60mm and .73mm Dunlop Nylon picks during my entire professional music career. I rock hard. Acoustic, electric, and Bass! I've tried almost every other pick on the market and they break far too easily. Dunlop's Nylon picks don't break, and once you find the thickness that fits your needs, you'll find that they have excellent string attack and are easily kept in grip. I rarely ever drop one of these picks while preforming. Maybe 5 times in my entire career. Buy these picks.",5.0,"Best picks on Earth.  Flexible, indestructable",1325462400,"01 2, 2012"
A1O3P80RRDUV5P,B0002E2KPC,M. Henry,"[0, 0]","This is an update to my original review because I have now fully tested two of these capos.  I'm truly surprised by all the good reviews here.  I'm not sure how it's possible.  I've already outlined below in my original review that these are not Jim Dunlop capos.  I had purchased two, which I have now given away to student players as I cannot use them.  I tested the capos on a standard acoustic and also an electric guitar.  The E string buzzes when the capo is applied and no amount of adjusting the capo would stop the buzz from occurring. Both capos had this very same problem.When I received these capos, I noticed right away that they were not the same excellent quality as actual Jim Dunlop capos.  The craftsmanship was visibly lower quality and the materials used are a lesser quality than official Jim Dunlop capos.  The rubber has a strong odor and there is no brand-name printed anywhere on the product.  As a professional musician, I need to purchase reputable brand-name products because I can't afford to have my gear failing during performances.  I have no idea about the future performance of these capos because they have no apparent brand, and no measurable reputation.  When I contacted the seller, they were not honest with me.",1.0,These Capos are not made by the Jim Dunlop company,1397606400,"04 16, 2014"
A1OGTL9EBDTK3N,B00074B67A,Tony,"[0, 1]",I like it that it fits well on my strap and that it has a good snug hold on the receiver,5.0,Good Fit,1392508800,"02 16, 2014"
A1OV2BH2S11KBA,B0002DV7U2,jsnchmpn,"[1, 2]","...for something, but not a guitar.  Wasn't sure what to do with it so I now use it to mount a large cookbook, or notepad computer, so I can follow a recipe.  It seems to work okay for that.  Just don't use this for guitars.  An electric guitar will slide out and fall because it leans back too far, and the arms have no grip.  This thing was obviously created by a monkey in some closed door creative testing experimental project.  It may even give you AIDS!  But probably not.  However, animals could have been harmed in the making.  But most likely, and in reality, it will not hold your guitar in a safe manner.",1.0,Great Mount!,1389225600,"01 9, 2014"
A1OZ7F08MNF320,B0002D0CLC,"Salik ali ""Honest Reviewer""","[0, 0]","the title says it all. it may take a while getting use to these smaller picks but in the long run you will e happy that you tried these picks. also since these picks are smaller, i found it was easy to do pinch harmonics on these compared to bigger picks, so if you are having a hard time with pinch harmonics try these out.",5.0,you cant beat a dunlop jazz 3 when you want to improve technique,1333584000,"04 5, 2012"
A1P9JI4TR933JX,B0009G1E0K,Joseph Durall,"[0, 0]",This strap is a great strap. It is comfortable. It is adjustable. It just looks great. I have not used the pick holder yet.,5.0,great,1394409600,"03 10, 2014"
A1Q94IXHEGQDV7,B0002E1G5C,Skyler Smith,"[0, 0]","It's a great string winder, and it is so nice being able to wind and cut the string with the same tool. It's a brilliant idea haha. It's very good quality, like all planet waves products.",5.0,Wonderful product!,1399680000,"05 10, 2014"
A1QAT2Y011KWFX,B000BBRZ3S,"MildCritter ""the critter""","[1, 1]","I've had two of these tuners. They are well known among bass instrument players for being able to lock in on the lowest pitches better than most other tuners. They're durable and have a long battery life. Unlike most other tuners, in noisy environments they don't lock in on higher pitches before lower ones, again a plus for low instrument players.The one problem that I've had with these tuners is that one of them had to be set to A-439 to tune pitches that other tuners recognized as A=440. Strange.",4.0,"Excellent, but not perfect",1219536000,"08 24, 2008"
A1RSRUQVKB5EBO,B0002D0CGC,A F&amp;T,"[0, 0]","I have been using Dunlop picks for a long time. Good feel, grip and not too heavy or thick. Good deal.",5.0,best picks,1322438400,"11 28, 2011"
A1RXH9W4TZB2EF,B0002GLDQM,D. Bellino,"[0, 0]","I use Clayton 1.26mm picks, a heavy pick but certainly not oversized. My picks don't fit!!! If I shove them in, I can't get them out. Also, this thing is huge for the back of the neck.",1.0,"Sorry, but...",1400716800,"05 22, 2014"
A1S0NIJ5PDREYV,B000978D58,busdriver123,"[0, 0]",Strong metal construed.Legs open to set up easy. Easy to set mic slides in or out up or down.Peaces stay tight.,5.0,stand,1317600000,"10 3, 2011"
A1SCWHXAB2ZK7N,B0002E1G5C,"Alexandra Spark ""Published Author""","[0, 0]","Works just fine. Except the little knob that's supposed to take out the parts that hold in the strings (the little pins or whatever) it doesn't grip onto mine (I have an acoustic jasmine takkamine) so I had to get out pliers from my toolbox, but that's okay. One size doesn't always fit all. Good price.",5.0,Good,1354752000,"12 6, 2012"
A1SD1C8XK3Z3V1,B000960KNW,"guitfiddleblue ""guitfiddleblue""","[0, 0]","Schaller strap locks keep your guitar in place. They have been around a long time and hold up well with time. I also have used dunlops, which are nice as well, but these seem to be the better product IMHO.",5.0,Strap locks are nice,1370908800,"06 11, 2013"
A1SMCTGDM2LK7X,B000CD3QY2,"Jorge Maciel A. Dias ""Jorge""","[1, 1]","Your option to change the wah configuration is amazing. Only problem is the no DC adapter included, needs buy separately.",4.0,Great Sound!,1390867200,"01 28, 2014"
A1T3PBZ7DVBC26,B0002D0CEO,Mark Burgess,"[0, 0]",I've used these picks for years with great results. If you've never used this stile picks you won't be sorry.,5.0,If you need some good picks try these out,1386288000,"12 6, 2013"
A1T4HGVX32QIYC,B0002CZVXM,Will Ramirez,"[0, 0]","I don't know if this is a common problem, but i have these on both of my basses, and one of the arms that attaches to the actual body of the instrument is starting to show some sort of blemishing, like metal does before it rusts, it is literally only one of the arms out of 4 i have so i think it was just a random thing. The problem is that it makes it so my strap doesn't just spin free in it so the screw keeps getting loose, and one time (the first time) i didn't notice and it actually fell out. Notice i still like the product, this was just one of those things i think, so I would still recommend it.",4.0,Almost perfect,1368748800,"05 17, 2013"
A1TSKKBNV38E8Y,B0002E1O2M,"K. Harriger ""K.R. Harriger""","[0, 1]","I hesitate to write this review simply because it's pretty obvious nearly everyone else loves these strings. To be honest, I was very, very impressed with their feel and handling. I do think they're the best playing strings I've used when it comes to pure playability. Hands down, none better. They were butter-smooth and great for flat picking. But for me it was a trade-off, because I simply wasn't impressed with the tone. I even took the time to try them on three different guitars (all dreadnoughts): a classic maple sides/spruce top, a mahogany back/sides with spruce top, and a maple backs/sides with a nato top. On all three, I didn't like the tone as much as the strings I was using. I really wanted to like them, but they simply didn't have the tone of the medium gauge Martin SPs I normally use.This isn't to say they're not great strings that sound different on other peoples' guitars, but I simply didn't like them on mine. I love good projection with rich bass tones and ringing treble for the folk and traditional music I play in our jam group. The Elixirs just lacked the punchy high tones of the Martin strings I use, and the treble sounds tinny vs. the clear ring of the Martins I normally use. To be fair, the bass strings sound great, and aren't much different. I would have to say choose your strings carefully based upon how you're going to use them. I play in acoustic groups, and the Elixir strings just don't have what I need to be heard, in spite of how great they feel under your fingers. If playability is more important than great tonal range, then by all means buy these strings...you won't be disappointed. I'm guessing these would be fine on an acoustic electric, where the electronics could compensate for the weaker treble tones.",3.0,"Great feel and handling, but not the sound I like",1391558400,"02 5, 2014"
